"imputation","iteration","suggested_factors","item_removed","removal_reason","removal_value","communality","complexity","highest_loading"
19,35,24,"Choose_Goals","communality",0.19,0.19,6.01,0.28
19,36,24,"To_Reach_Goals","communality",0.16,0.16,5.65,0.18
19,37,24,"Everything_Effort","max_loading",0.28,0.58,5.37,0.28
19,38,24,"Actively_Carry_Plans","max_loading",0.29,0.53,4.69,0.29
19,39,24,"Upset_Think_Day","max_loading",0.29,0.54,5.78,0.29
19,40,24,"Minor_Setback_Irritate","max_loading",0.29,0.49,4.59,0.29
19,41,24,"More_Sucessful","max_loading",0.3,0.4,4.17,0.3
20,1,28,"Sympathy_Limits","communality",0.12,0.12,6.02,0.2
20,2,27,"Worry_Compare","communality",0.13,0.13,6.22,0.19
20,3,27,"More_Or_Less_Positive","communality",0.16,0.16,2.05,0.32
20,4,27,"Should_Obey_Law","communality",0.19,0.19,6.65,0.21
20,5,27,"Alcohol_More_Than_Intended","communality",0.19,0.19,11.46,0.16
20,6,27,"Aware_Body","communality",0.2,0.2,3.12,0.35
20,7,27,"Without_skill","communality",0.23,0.23,1.41,0.44
20,8,27,"When_Difficult","communality",0.17,0.17,2.39,0.34
20,9,27,"Approach_Health","communality",0.21,0.21,3.44,0.25
20,10,27,"Intercourse_Pain","communality",0.23,0.23,6.14,0.24
20,11,27,"Leaking_Urine","communality",0.23,0.23,2.66,0.33
20,12,27,"Bad_Happens_Prevented","communality",0.24,0.24,6.55,0.22
20,13,27,"Quick_Sense_Hunger","communality",0.25,0.25,1.23,0.51
20,14,26,"Low_Pain_Tolerance","communality",0.22,0.22,7.3,0.25
20,15,26,"Loud_Noise","communality",0.24,0.24,9.59,0.18
20,16,26,"Hate_Temp","communality",0.23,0.23,6.73,0.21
20,17,26,"Releived_No_Responsibility","communality",0.24,0.24,2.75,0.35
20,18,26,"Headache_Frequency","communality",0.25,0.25,7.86,0.2
20,19,26,"Mental_Emotional","max_loading",0.21,0.38,6.89,0.21
20,20,26,"High_Standards","max_loading",0.22,0.46,10.53,0.22
20,21,26,"Trust_Friends","max_loading",0.22,0.48,7.93,0.22
20,22,26,"Exciting_Look_Forward","max_loading",0.23,0.53,7.61,0.23
20,23,26,"People_Take_Advantage","max_loading",0.25,0.47,7.5,0.25
20,24,26,"Avoid_Distraction","max_loading",0.24,0.32,6.44,0.24
20,25,26,"Everything_Effort","max_loading",0.25,0.61,7.21,0.25
20,26,26,"Nothing_Cheer","max_loading",0.24,0.72,8.77,0.24
20,27,25,"Some_Wander_Aimlessly","max_loading",0.22,0.47,5.87,0.22
20,28,25,"Careless","max_loading",0.23,0.29,7.39,0.23
20,29,25,"Lonely_Frequency","max_loading",0.26,0.66,6.61,0.26
20,30,25,"Worry_Frequency","max_loading",0.25,0.4,5.17,0.25
20,31,25,"Actively_Carry_Plans","max_loading",0.24,0.53,6.34,0.24
20,32,25,"Worthless_Freq","max_loading",0.28,0.79,6.8,0.28
20,33,25,"More_Sucessful","max_loading",0.29,0.41,4.51,0.29
20,34,25,"Expect_The_Best","max_loading",0.29,0.37,5.69,0.29
20,35,25,"Optimistic_About_Future","max_loading",0.27,0.48,5.55,0.27
