"lhs","op","rhs","est","se","t","df","pvalue","ci.lower","ci.upper","std.lv","std.all"
"Irritable_Freq","|","t2",0.75941263683056,0.0164763357675127,46.0911119769685,172.604655940551,6.11566477959882e-99,0.726891592883776,0.791933680777345,0.75941263683056,0.75941263683056
"Irritable_Freq","|","t3",1.67782126974455,0.0255448265561048,65.6814508432658,175.688158769523,1.40876597190247e-125,1.62740705662668,1.72823548286241,1.67782126974455,1.67782126974455
"Irritable_Freq","|","t4",2.32380300865643,0.0440129207344257,52.798200389342,8.10858671487318e+54,0,2.23753926916254,2.41006674815032,2.32380300865643,2.32380300865643
"Ashamed_Freq","|","t1",0.878197983673758,0.0170889694201326,51.3897568708355,360052.230339452,0,0.844704106483159,0.911691860864356,0.878197983673758,0.878197983673758
"Ashamed_Freq","|","t2",1.52400128956939,0.023120155708628,65.916566859481,48277.1781637269,0,1.47868548094426,1.56931709819452,1.52400128956939,1.52400128956939
"Ashamed_Freq","|","t3",2.14595547659307,0.0371043305223133,57.8357147638754,201351.888396271,0,2.07323188794351,2.21867906524263,2.14595547659307,2.14595547659307
"Ashamed_Freq","|","t4",2.51096073181875,0.0536159581324852,46.8323390885632,881520.759464714,0,2.40587524059572,2.61604622304178,2.51096073181875,2.51096073181875
"Lonely_Frequency","|","t1",0.351049937553225,0.015150353096334,23.1710729988313,738504.73458893,9.83219572589236e-119,0.321355742464352,0.380744132642097,0.351049937553225,0.351049937553225
"Lonely_Frequency","|","t2",1.02774967494667,0.0180394258732473,56.9724159830849,493715.162324103,0,0.992392963254775,1.06310638663856,1.02774967494667,1.02774967494667
"Lonely_Frequency","|","t3",1.68024004281161,0.0255822424221657,65.6799359135059,193355.915664428,0,1.63009945515159,1.73038063047164,1.68024004281161,1.68024004281161
"Lonely_Frequency","|","t4",2.22338996221158,0.039888654496923,55.7399087598477,231761.342789377,0,2.14520922771,2.30157069671315,2.22338996221158,2.22338996221158
"Angry_Freq","|","t1",-0.333313336195058,0.0151167745370208,-22.0492364544286,359336.273001431,1.14573277614881e-107,-0.362941769648494,-0.303684902741621,-0.333313336195058,-0.333313336195058
"Angry_Freq","|","t2",0.800864047898005,0.0166765808192479,48.0232762685778,223509.246779348,0,0.768178373105009,0.833549722691002,0.800864047898005,0.800864047898005
"Angry_Freq","|","t3",1.82321301850107,0.0283518642196927,64.3066362188169,195152.317976109,0,1.76764404108859,1.87878199591355,1.82321301850107,1.82321301850107
"Angry_Freq","|","t4",2.34942231511795,0.0451696932116346,52.0132449009593,9208972.00594659,0,2.26089133159451,2.43795329864138,2.34942231511795,2.34942231511795
"People_Mean","|","t1",0.365815022147088,0.0151797162122448,24.0989368333514,175350.659365038,4.1507907131205e-128,0.336063119711916,0.395566924582259,0.365815022147088,0.365815022147088
"People_Mean","|","t2",1.23657754801214,0.0197629918359423,62.5703617284919,137997.329162431,0,1.19784245604426,1.27531263998002,1.23657754801214,1.23657754801214
"People_Mean","|","t3",2.01306972725004,0.0330049633139745,60.9929393982296,84388.7702638547,0,1.94838026002074,2.07775919447934,2.01306972725004,2.01306972725004
"Upset_Think_Day","|","t1",-0.323738746228091,0.01509940931485,-21.4404907819606,240794.882697566,6.98099898541842e-102,-0.353333193430636,-0.294144299025547,-0.323738746228091,-0.323738746228091
"Upset_Think_Day","|","t2",0.458493046924077,0.0153937968765042,29.7842728861702,156887.388533088,2.18425319457677e-194,0.428321526691689,0.488664567156464,0.458493046924077,0.458493046924077
"Upset_Think_Day","|","t3",1.63135651996062,0.0247543578706608,65.9017910496529,114286.574588498,0,1.58283835623678,1.67987468368446,1.63135651996062,1.63135651996062
"Minor_Setback_Irritate","|","t1",-0.624459133701745,0.0159128288263496,-39.2424967625944,219021.184065433,0,-0.655647877450161,-0.593270389953328,-0.624459133701745,-0.624459133701745
"Minor_Setback_Irritate","|","t2",0.148813751538785,0.0148735854358968,10.0052372832464,385699.899677402,1.45505303703784e-23,0.119661968282253,0.177965534795317,0.148813751538785,0.148813751538785
"Minor_Setback_Irritate","|","t3",1.42235110134923,0.0217791934581375,65.3077949871368,214965.034650138,0,1.37966442621084,1.46503777648763,1.42235110134923,1.42235110134923
"Mood_Up_Down","|","t1",-0.391296798406224,0.0152334192744658,-25.6867346297042,126938.034203569,3.87453620828305e-145,-0.421154036236773,-0.361439560575675,-0.391296798406224,-0.391296798406224
"Mood_Up_Down","|","t2",0.41394909914635,0.015284412573332,27.0830885492192,578117.836066283,1.9667684489776e-161,0.383992138258986,0.443906060033714,0.41394909914635,0.41394909914635
"Mood_Up_Down","|","t3",1.38829525975294,0.0213700628812259,64.9644910952783,645074.709098189,0,1.34641062756953,1.43017989193634,1.38829525975294,1.38829525975294
"Angry_Ready_Hit","|","t1",0.578926338259227,0.0157522778353168,36.7519126003012,106463.375198781,7.63134459707633e-294,0.548052090023325,0.609800586495128,0.578926338259227,0.578926338259227
"Angry_Ready_Hit","|","t2",1.28512854542734,0.0202412188399146,63.4906699834267,147237.437304175,0,1.24545615937128,1.32480093148339,1.28512854542734,1.28512854542734
"Angry_Ready_Hit","|","t3",1.98478138590672,0.0322293913159902,61.5829621616836,123964.863277028,0,1.92161232291548,2.04795044889795,1.98478138590672,1.98478138590672
"Enjoy_Hurting_Say_Mean","|","t1",0.952796271301754,0.0175365174774251,54.3321256645338,251492.118497078,0,0.918425163212752,0.987167379390756,0.952796271301754,0.952796271301754
"Enjoy_Hurting_Say_Mean","|","t2",1.63569316854912,0.0248255456148103,65.8875012830858,188798.53957898,0,1.58703568131027,1.68435065578796,1.63569316854912,1.63569316854912
"Enjoy_Hurting_Say_Mean","|","t3",2.42508315672942,0.0488643939196598,49.6288393695542,146659.635991453,0,2.32930991411532,2.52085639934351,2.42508315672942,2.42508315672942
"When_Insult_Get_Even","|","t1",-0.014682220787021,0.0148144065832381,-0.991077212882312,218534.857661141,0.321648976223059,-0.0437180849588678,0.0143536433848257,-0.014682220787021,-0.014682220787021
"When_Insult_Get_Even","|","t2",0.882796232106323,0.0171151068072449,51.579942915263,232174.800873887,0,0.849251064296208,0.916341399916437,0.882796232106323,0.882796232106323
"When_Insult_Get_Even","|","t3",1.92271087966824,0.0306337411163803,62.7644815683363,473948.650512409,0,1.86266969703592,1.98275206230055,1.92271087966824,1.92271087966824
"Sometimes_Just_Hit_Someone","|","t1",1.00091009272812,0.0178529348579024,56.064176601478,400068.085736399,0,0.965918877525988,1.03590130793026,1.00091009272812,1.00091009272812
"Sometimes_Just_Hit_Someone","|","t2",1.59132374010844,0.024116584957188,65.9846219078436,352766.27939434,0,1.54405593998328,1.63859154023361,1.59132374010844,1.59132374010844
"Sometimes_Just_Hit_Someone","|","t3",2.15422297016546,0.0373870122081176,57.6195540358725,66159.3835178481,0,2.08094443214105,2.22750150818986,2.15422297016546,2.15422297016546
"More_Sucessful","|","t1",-0.057411202783675,0.0148227019488562,-3.8731941707905,165202.00703192,0.000107459539543448,-0.0864633776098828,-0.0283590279574671,-0.057411202783675,-0.057411202783675
"More_Sucessful","|","t2",0.857227346569806,0.016972120774583,50.5079688010216,307941.217680488,0,0.823962470362583,0.890492222777029,0.857227346569806,0.857227346569806
"More_Sucessful","|","t3",1.68452209715144,0.0256574459158205,65.6543173735292,255964.458698903,0,1.63423418942757,1.73481000487531,1.68452209715144,1.68452209715144
"Others_More_Life","|","t1",-0.36388284020062,0.0151757963781599,-23.9778415005818,2317106.30888718,4.90862758379817e-127,-0.393626870075631,-0.334138810325608,-0.36388284020062,-0.36388284020062
"Others_More_Life","|","t2",0.150244972041087,0.0148747435489231,10.1006764618785,378753.673754796,5.52479930276775e-24,0.121090917239737,0.179399026842436,0.150244972041087,0.150244972041087
"Others_More_Life","|","t3",0.34724411372934,0.0151429951172776,22.9310061213153,251902.304162824,3.00190297263466e-116,0.317564246072706,0.376923981385975,0.34724411372934,0.34724411372934
"Others_More_Life","|","t4",0.753783461916109,0.0164495858371565,45.8238565626044,497108.119528381,0,0.721542787614712,0.786024136217506,0.753783461916109,0.753783461916109
"Others_More_Life","|","t5",1.21339482668201,0.0195457381939859,62.0797646340809,248507.302735555,0,1.17508569718443,1.2517039561796,1.21339482668201,1.21339482668201
"Others_More_Life","|","t6",1.82826702476407,0.0284601902486474,64.2394519780474,358280.656989059,0,1.77248588844048,1.88404816108767,1.82826702476407,1.82826702476407
"Disapoint_Acheivment","|","t1",-0.474291090027196,0.0154355298622371,-30.7272308926399,811295.716901296,3.24405408407968e-207,-0.504544217773838,-0.444037962280554,-0.474291090027196,-0.474291090027196
"Disapoint_Acheivment","|","t2",0.0493682381905022,0.0148203846641524,3.33110370002166,2373919.3142215,0.000865036900925358,0.0203208032016307,0.0784156731793737,0.0493682381905022,0.0493682381905022
"Disapoint_Acheivment","|","t3",0.248437566882835,0.0149811542440398,16.5833394967998,2980369.63450109,9.2562335976897e-62,0.219075032193191,0.277800101572478,0.248437566882835,0.248437566882835
"Disapoint_Acheivment","|","t4",0.45304434091567,0.0153797583271444,29.457182049218,590670.78508349,1.40159012281623e-190,0.422900506734726,0.483188175096613,0.45304434091567,0.45304434091567
"Disapoint_Acheivment","|","t5",0.926728198227822,0.0173743255118245,53.33894530738,627434.652766705,0,0.89267508027816,0.960781316177484,0.926728198227822,0.926728198227822
"Disapoint_Acheivment","|","t6",1.66894393103404,0.0253859192345319,65.7428992669214,295514.682363567,0,1.61918823983129,1.71869962223678,1.66894393103404,1.66894393103404
"Gave_Up","|","t1",-0.162068819326307,0.0148847376425795,-10.8882550178574,1801760.77488537,1.31388919512569e-27,-0.191242388622952,-0.132895250029662,-0.162068819326307,-0.162068819326307
"Gave_Up","|","t2",0.363682436611225,0.015175391549828,23.9652753220294,2384818.77675117,6.63036046381455e-127,0.333939200626714,0.393425672595736,0.363682436611225,0.363682436611225
"Gave_Up","|","t3",0.613986432385776,0.0158746341810471,38.67720196783,1002691.09040523,0,0.582872683565264,0.645100181206288,0.613986432385776,0.613986432385776
"Gave_Up","|","t4",0.988548891834769,0.0177694796715052,55.6318423560813,427927.239985395,0,0.953721253146868,1.02337653052267,0.988548891834769,0.988548891834769
"Gave_Up","|","t5",1.38963797347381,0.0213858422838914,64.9793426429848,366380.760654623,0,1.34772235434713,1.43155359260049,1.38963797347381,1.38963797347381
"Gave_Up","|","t6",1.95314762354883,0.0313984509698005,62.2052223349297,512639.322159833,0,1.891607645179,2.01468760191866,1.95314762354883,1.95314762354883
"No_Good_Sense","|","t1",-0.223941718593843,0.014949599577436,-14.9797803903622,1227562.93443783,1.00580516075107e-50,-0.253242424239113,-0.194641012948572,-0.223941718593843,-0.223941718593843
"No_Good_Sense","|","t2",0.33529672681542,0.0151204364013378,22.1750694170278,1296671.98315674,6.26474108028138e-109,0.305661188375291,0.364932265255549,0.33529672681542,0.33529672681542
"No_Good_Sense","|","t3",0.55261000247437,0.0156658755455529,35.2747601541645,2188641.6433852,1.70933778971368e-272,0.521905433638529,0.58331457131021,0.55261000247437,0.55261000247437
"No_Good_Sense","|","t4",0.900661092238338,0.0172184130046547,52.3080200245434,2716971.0435369,0,0.866913607844345,0.934408576632331,0.900661092238338,0.900661092238338
